,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
3495,<0,24.0,all paid,new car,1193.0,<100,unemployed,1.0,female div/dep/mar,co applicant,4.0,no known property,29.0,stores,rent,2.0,unemp/unskilled non res,1.0,none,yes,bad
3496,>=200,17.760551604221703,critical/order existing credit,radio/tv,1550.6795862968338,<100,<1,4.0,male single,guarantor,4.0,life insurance,40.11857502242727,bank,for free,1.5199540329815249,skilled,1.5199540329815249,none,yes,bad
3497,<0,12.0,existing paid,radio/tv,674.0,100<=X<500,4<=X<7,4.0,male mar/wid,none,1.0,life insurance,20.0,stores,own,1.0,skilled,1.0,none,yes,bad
3498,0<=X<200,12.924314171830472,critical/order existing credit,education,1133.819825460094,<100,>=7,4.0,male div/sep,none,2.5639650920188366,life insurance,32.43603490798117,stores,for free,1.5639650920188364,skilled,1.5639650920188364,none,yes,bad
3499,<0,12.0,all paid,business,610.0109589386985,<100,4<=X<7,4.0,female div/dep/mar,none,1.1784045185938496,real estate,25.88106365427077,bank,own,1.0,unemp/unskilled non res,1.0,none,yes,bad
3500,<0,21.96561345722031,delayed previously,education,7948.04677881017,<100,4<=X<7,3.5847661059491536,male div/sep,none,3.169532211898307,no known property,41.3734509665763,stores,for free,1.4152338940508464,high qualif/self emp/mgmt,1.0,yes,yes,bad
3501,>=200,30.0,delayed previously,business,1908.0,<100,>=7,4.0,male single,none,4.0,real estate,66.0,stores,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
3502,0<=X<200,18.0,critical/order existing credit,new car,1056.0,<100,>=7,3.0,male single,guarantor,3.0,real estate,30.0,bank,own,2.0,skilled,1.0,none,yes,bad
3503,0<=X<200,36.0,delayed previously,new car,8086.0,100<=X<500,>=7,2.0,male single,none,4.0,car,42.0,stores,own,4.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
3504,<0,36.0,existing paid,radio/tv,2302.0,<100,1<=X<4,4.0,male div/sep,none,4.0,car,31.0,stores,rent,1.0,skilled,1.0,none,yes,bad
3505,0<=X<200,20.653546404297376,delayed previously,furniture/equipment,1216.5577422659505,500<=X<10000,1<=X<4,4.0,male mar/wid,none,3.4422577340495626,no known property,43.01968039355394,bank,own,1.4422577340495626,unemp/unskilled non res,1.4422577340495626,none,yes,bad
3506,no checking,21.275112441775445,delayed previously,business,2576.1484258151436,500<=X<10000,<1,4.0,male single,none,2.183408294516962,no known property,41.55022488355089,bank,own,1.091704147258481,unskilled resident,2.0,none,yes,bad
3507,<0,36.0,critical/order existing credit,used car,9629.0,<100,4<=X<7,4.0,male single,none,4.0,car,24.0,stores,own,2.0,skilled,1.0,yes,yes,bad
3508,<0,35.38392664004775,existing paid,other,6759.261607335995,<100,1<=X<4,2.579464221334925,male div/sep,none,2.8410715573301504,car,46.55982381060778,stores,own,1.4205357786650752,skilled,1.0,none,yes,bad
3509,0<=X<200,12.0,existing paid,other,674.0828779944749,100<=X<500,4<=X<7,3.9849312737318505,male mar/wid,none,1.0150687262681495,car,20.037671815670375,bank,own,1.0,skilled,1.0,none,yes,bad
3510,0<=X<200,21.723254496988897,delayed previously,other,1835.4821696646593,<100,1<=X<4,3.2410848323296317,female div/dep/mar,none,2.4821696646592635,no known property,27.169763490966687,bank,for free,1.7589151676703683,skilled,1.0,none,yes,bad
3511,0<=X<200,20.79366176269714,delayed previously,furniture/equipment,1922.8359742655427,>=1000,<1,4.0,female div/dep/mar,none,3.0,no known property,27.698415440674285,stores,own,1.2328051468914283,high qualif/self emp/mgmt,1.0,none,yes,bad
3512,0<=X<200,12.0,existing paid,new car,1223.0,<100,>=7,1.0,male div/sep,none,1.0,real estate,46.0,stores,rent,2.0,skilled,1.0,none,yes,bad
3513,<0,24.0,existing paid,new car,1285.0,no known savings,4<=X<7,4.0,female div/dep/mar,none,4.0,no known property,32.0,stores,rent,1.0,skilled,1.0,none,yes,bad
3514,<0,16.31623891578825,delayed previously,education,2579.479582101754,500<=X<10000,<1,4.0,male single,none,1.47958210175425,real estate,36.836656814034,bank,own,1.0,unskilled resident,2.0,none,yes,bad
3515,0<=X<200,36.0,delayed previously,business,4456.029987186397,<100,1<=X<4,2.2574967965992876,male div/sep,none,2.0,no known property,29.485006406801425,stores,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
3516,>=200,9.895130833467519,existing paid,new car,1311.9363366629095,>=1000,1<=X<4,4.0,male single,guarantor,3.790261666935038,car,27.734084165727367,stores,own,1.104869166532481,unemp/unskilled non res,1.0,none,yes,bad
3517,0<=X<200,12.0,existing paid,furniture/equipment,684.7374052060939,<100,1<=X<4,2.5251895878123616,male mar/wid,none,3.262594793906181,car,28.93892190859271,bank,own,1.0,unskilled resident,1.2625947939061808,none,yes,bad
3518,<0,30.139995982661745,existing paid,new car,3999.732868907919,<100,1<=X<4,3.1528568559044103,male single,none,2.1528568559044103,car,43.318574585051486,stores,own,1.0,unemp/unskilled non res,1.0,none,yes,bad
3519,<0,13.866711928396455,existing paid,retraining,3379.6220675779787,<100,>=7,3.155559327366371,male single,none,3.6888813452672577,life insurance,35.62223730946548,stores,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
3520,<0,22.68560007643132,critical/order existing credit,other,1653.7424003057254,<100,4<=X<7,4.0,male div/sep,none,2.0,car,33.81946638641849,stores,own,1.4381333078562264,unskilled resident,1.4381333078562264,none,yes,bad
3521,<0,22.043566490848484,delayed previously,new car,4821.238939269828,<100,4<=X<7,2.163036125762626,male single,co applicant,3.163036125762626,life insurance,32.956433509151516,stores,own,1.163036125762626,skilled,1.0,yes,yes,bad
3522,0<=X<200,18.0,critical/order existing credit,furniture/equipment,1928.0,<100,<1,2.0,male single,none,2.0,real estate,31.0,stores,own,2.0,unskilled resident,1.0,none,yes,bad
3523,0<=X<200,29.43889016194597,existing paid,repairs,4156.964362142397,500<=X<10000,4<=X<7,3.453240846828831,male div/sep,none,3.0935183063423377,car,27.09351830634234,stores,own,1.0,skilled,1.0,none,yes,bad
3524,0<=X<200,17.64619273669758,all paid,new car,1653.4281305879963,>=1000,1<=X<4,4.0,male mar/wid,none,2.0,car,34.96928910504637,stores,own,1.7205160613914647,unemp/unskilled non res,1.7205160613914647,none,yes,bad
3525,no checking,42.657787302506705,critical/order existing credit,radio/tv,11315.766414862012,100<=X<500,4<=X<7,2.890368782915549,female div/dep/mar,none,3.109631217084451,car,24.890368782915548,bank,own,2.0,skilled,1.0,none,yes,bad
3526,no checking,6.0,existing paid,furniture/equipment,4611.0,<100,<1,1.0,female div/dep/mar,none,4.0,life insurance,32.0,stores,own,1.0,skilled,1.0,none,yes,bad
3527,<0,28.901719057761518,existing paid,education,1977.7886978824708,>=1000,<1,3.4742014116860385,male mar/wid,guarantor,3.4742014116860385,life insurance,34.4791148227034,stores,own,1.2628992941569808,high qualif/self emp/mgmt,1.0,none,yes,bad
3528,<0,26.677781685925197,existing paid,new car,2424.2722007274115,<100,4<=X<7,4.0,female div/dep/mar,none,4.0,real estate,29.64443662814961,stores,own,1.0,skilled,1.0,none,yes,bad
3529,<0,36.0,existing paid,furniture/equipment,5179.0,<100,4<=X<7,4.0,male single,none,2.0,life insurance,29.0,stores,own,1.0,skilled,1.0,none,yes,bad
3530,0<=X<200,41.48297002032619,existing paid,repairs,4640.572121972386,<100,<1,2.728457084180258,male mar/wid,none,4.0,life insurance,24.27154291581974,bank,for free,1.728457084180258,skilled,1.728457084180258,none,yes,bad
3531,no checking,10.0,existing paid,furniture/equipment,2210.0,<100,1<=X<4,2.0,male single,none,2.0,real estate,25.0,bank,rent,1.0,unskilled resident,1.0,none,yes,bad
3532,0<=X<200,34.00435220368476,critical/order existing credit,furniture/equipment,1840.81118179188,<100,1<=X<4,4.0,male div/sep,none,4.0,no known property,28.759625036165122,bank,for free,1.0,unemp/unskilled non res,1.0,none,yes,bad
3533,<0,18.0,existing paid,furniture/equipment,2471.5393647918218,<100,>=7,3.734429962149447,male single,none,1.1327850189252766,car,24.60164494322417,stores,own,1.0,skilled,1.0,none,yes,bad
3534,0<=X<200,37.64862120141423,existing paid,furniture/equipment,6246.556818477622,<100,1<=X<4,4.0,male single,none,3.068692550058926,life insurance,35.48084785041248,stores,for free,1.465653724970537,skilled,1.0,none,yes,bad
3535,<0,16.49064104476267,delayed previously,education,2579.4989601160846,500<=X<10000,<1,4.0,male single,none,1.4989601160847408,real estate,36.99168092867792,bank,own,1.0,unskilled resident,2.0,none,yes,bad
3536,0<=X<200,38.51040543101503,existing paid,radio/tv,7460.700672395368,<100,<1,2.465028959358216,male div/sep,none,3.0233140270945222,life insurance,37.81473936577605,stores,for free,1.0,high qualif/self emp/mgmt,1.5116570135472611,none,yes,bad
3537,0<=X<200,18.0,critical/order existing credit,new car,1056.0,<100,>=7,3.0,male single,guarantor,3.0,real estate,30.0,bank,own,2.0,skilled,1.0,none,yes,bad
3538,<0,21.66772925271309,all paid,new car,1649.6709170108525,>=1000,1<=X<4,4.0,male mar/wid,none,2.0,car,37.55165940671866,stores,own,1.7774235824289695,unskilled resident,1.7774235824289695,none,yes,bad
3539,0<=X<200,9.0,existing paid,radio/tv,1670.0,<100,<1,4.0,female div/dep/mar,none,2.0,car,22.0,stores,own,1.0,skilled,1.0,yes,yes,bad
3540,<0,21.310169211077937,existing paid,radio/tv,1833.7593231556882,<100,1<=X<4,3.1033897370259793,female div/dep/mar,none,2.0,no known property,25.516948685129897,stores,own,1.8966102629740207,high qualif/self emp/mgmt,1.1033897370259793,none,yes,bad
3541,0<=X<200,21.048242591791674,critical/order existing credit,other,2543.4102458056195,500<=X<10000,1<=X<4,4.0,male single,none,1.6032161727861116,life insurance,26.967838272138884,stores,own,1.6032161727861116,unskilled resident,1.3967838272138884,none,yes,bad
3542,<0,12.0,all paid,business,610.0109589386985,<100,4<=X<7,4.0,female div/dep/mar,none,1.1784045185938496,real estate,25.88106365427077,bank,own,1.0,unemp/unskilled non res,1.0,none,yes,bad
3543,>=200,17.760551604221703,critical/order existing credit,radio/tv,1550.6795862968338,<100,<1,4.0,male single,guarantor,4.0,life insurance,40.11857502242727,bank,for free,1.5199540329815249,skilled,1.5199540329815249,none,yes,bad
3544,<0,18.0,existing paid,radio/tv,1882.0,<100,1<=X<4,4.0,female div/dep/mar,none,4.0,car,25.0,bank,rent,2.0,skilled,1.0,none,yes,bad
3545,<0,18.0,existing paid,furniture/equipment,2473.0,<100,unemployed,4.0,male single,none,1.0,car,25.0,stores,own,1.0,unemp/unskilled non res,1.0,none,yes,bad
3546,0<=X<200,37.64862120141423,existing paid,furniture/equipment,6246.556818477622,<100,1<=X<4,4.0,male single,none,3.068692550058926,life insurance,35.48084785041248,stores,for free,1.465653724970537,skilled,1.0,none,yes,bad
3547,0<=X<200,24.0,existing paid,used car,4113.0,500<=X<10000,<1,3.0,female div/dep/mar,none,4.0,car,28.0,stores,rent,1.0,skilled,1.0,none,yes,bad
3548,0<=X<200,18.0,critical/order existing credit,new car,1056.0,<100,>=7,3.0,male single,guarantor,3.0,real estate,30.0,bank,own,2.0,skilled,1.0,none,yes,bad
3549,0<=X<200,14.417418559868642,critical/order existing credit,new car,1599.5735587217077,<100,1<=X<4,4.0,male div/sep,none,2.60193539554096,car,35.242578701901124,bank,own,1.0,skilled,1.0,none,yes,bad
3550,0<=X<200,12.0,existing paid,radio/tv,766.0,500<=X<10000,1<=X<4,4.0,male single,none,3.0,real estate,66.0,stores,own,1.0,unskilled resident,1.0,none,yes,bad
3551,<0,20.603776737035542,delayed previously,new car,996.8302138962844,<100,<1,2.301888368517771,female div/dep/mar,none,2.8679255790118474,life insurance,33.849069737648094,stores,own,1.0,unemp/unskilled non res,1.0,none,yes,bad
3552,0<=X<200,20.653546404297376,delayed previously,furniture/equipment,1216.5577422659505,500<=X<10000,1<=X<4,4.0,male mar/wid,none,3.4422577340495626,no known property,43.01968039355394,bank,own,1.4422577340495626,unemp/unskilled non res,1.4422577340495626,none,yes,bad
3553,0<=X<200,15.0,existing paid,radio/tv,802.0,<100,>=7,4.0,male single,none,3.0,car,37.0,stores,own,1.0,skilled,2.0,none,yes,bad
3554,>=200,11.279866226812757,delayed previously,education,1126.1205796838115,500<=X<10000,1<=X<4,4.0,female div/dep/mar,none,3.7599554089375857,car,29.720133773187243,stores,own,1.2400445910624143,unemp/unskilled non res,1.2400445910624143,none,yes,bad
3555,<0,20.603776737035542,delayed previously,new car,996.8302138962844,<100,<1,2.301888368517771,female div/dep/mar,none,2.8679255790118474,life insurance,33.849069737648094,stores,own,1.0,unemp/unskilled non res,1.0,none,yes,bad
3556,no checking,18.0,existing paid,radio/tv,433.0,<100,unemployed,3.0,female div/dep/mar,co applicant,4.0,real estate,22.0,stores,rent,1.0,skilled,1.0,none,yes,bad
3557,0<=X<200,18.41192968236676,delayed previously,new car,1332.068654947061,<100,>=7,3.068654947061127,male single,none,1.5343274735305634,life insurance,33.220876944141835,stores,for free,1.5343274735305634,skilled,1.5343274735305634,none,yes,bad
3558,0<=X<200,21.723254496988897,delayed previously,other,1835.4821696646593,<100,1<=X<4,3.2410848323296317,female div/dep/mar,none,2.4821696646592635,no known property,27.169763490966687,bank,for free,1.7589151676703683,skilled,1.0,none,yes,bad
3559,<0,48.0,existing paid,furniture/equipment,3929.5632108694285,<100,1<=X<4,4.0,male mar/wid,none,3.8309659846386364,no known property,45.323863938554545,bank,for free,1.0,skilled,1.9154829923193182,none,yes,bad
3560,0<=X<200,11.531516383312763,existing paid,furniture/equipment,1229.5838155950432,<100,1<=X<4,3.3531516383312763,female div/dep/mar,none,3.6468483616687237,life insurance,23.646848361668724,stores,own,1.0,skilled,1.0,none,yes,bad
3561,0<=X<200,6.0,all paid,education,437.46452761763965,<100,<1,4.0,female div/dep/mar,none,2.5952703490186217,life insurance,23.70236482549069,bank,own,1.0,skilled,1.7023648254906891,none,yes,bad
3562,0<=X<200,40.597407901463356,critical/order existing credit,furniture/equipment,5152.753206088781,<100,4<=X<7,2.822510233170738,female div/dep/mar,none,2.588744883414631,car,29.17748976682926,stores,own,1.411255116585369,high qualif/self emp/mgmt,1.0,none,yes,bad
3563,0<=X<200,18.0,critical/order existing credit,furniture/equipment,1928.0,<100,<1,2.0,male single,none,2.0,real estate,31.0,stores,own,2.0,unskilled resident,1.0,none,yes,bad
3564,<0,48.0,existing paid,new car,7763.0,<100,>=7,4.0,male single,none,4.0,no known property,42.0,bank,for free,1.0,high qualif/self emp/mgmt,1.0,none,yes,bad
3565,no checking,21.0,critical/order existing credit,new car,12680.0,no known savings,>=7,4.0,male single,none,4.0,no known property,30.0,stores,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
3566,0<=X<200,24.0,existing paid,repairs,4101.517461603635,500<=X<10000,4<=X<7,3.0,female div/dep/mar,none,3.794954671493475,car,31.075679927597875,stores,own,1.0,skilled,1.0,none,yes,bad
3567,0<=X<200,21.0,existing paid,business,2767.0,100<=X<500,>=7,4.0,male div/sep,none,2.0,car,61.0,bank,rent,2.0,unskilled resident,1.0,none,yes,bad
3568,<0,22.635524453633764,existing paid,radio/tv,2317.91008993615,<100,4<=X<7,2.7271928051079772,female div/dep/mar,none,3.3635964025539886,life insurance,27.181578415323933,stores,own,1.0,unemp/unskilled non res,1.0,none,yes,bad
3569,<0,12.0,existing paid,retraining,902.0,<100,4<=X<7,4.0,male mar/wid,none,4.0,life insurance,21.0,stores,rent,1.0,skilled,1.0,none,yes,bad
3570,<0,18.0,all paid,new car,1442.0,<100,4<=X<7,4.0,male single,none,4.0,no known property,32.0,stores,for free,2.0,unskilled resident,2.0,none,yes,bad
3571,0<=X<200,21.345886621613374,critical/order existing credit,other,1216.0,100<=X<500,<1,4.0,male div/sep,none,3.5576477702688956,life insurance,31.364716554033436,bank,own,1.5576477702688956,skilled,1.5576477702688956,none,yes,bad
3572,<0,9.0,existing paid,new car,654.0,<100,1<=X<4,4.0,male single,none,3.0,car,28.0,stores,own,1.0,unskilled resident,1.0,none,yes,bad
3573,0<=X<200,24.0,existing paid,new car,2718.0,<100,1<=X<4,3.0,female div/dep/mar,none,4.0,life insurance,20.0,stores,rent,1.0,unskilled resident,1.0,yes,yes,bad
3574,0<=X<200,44.37201088436318,no credits/all paid,domestic appliance,3831.9067029478774,100<=X<500,1<=X<4,4.0,male mar/wid,none,3.0930027210907953,life insurance,36.418659410424546,stores,for free,1.0,unemp/unskilled non res,1.6976675736969318,none,yes,bad
3575,<0,48.0,critical/order existing credit,used car,6331.0,<100,>=7,4.0,male single,none,4.0,no known property,46.0,stores,for free,2.0,skilled,1.0,yes,yes,bad
3576,>=200,12.0,existing paid,education,720.26917158114,500<=X<10000,<1,4.0,male mar/wid,none,3.841353552357509,car,39.73082841886007,bank,own,1.0,unskilled resident,1.8413535523575089,none,yes,bad
3577,0<=X<200,12.0,existing paid,other,892.9030554538044,<100,<1,4.0,male mar/wid,none,4.0,car,33.99563506599373,bank,own,1.0,unemp/unskilled non res,1.6497817532996866,none,yes,bad
3578,0<=X<200,12.0,existing paid,furniture/equipment,2762.0,no known savings,>=7,1.0,female div/dep/mar,none,2.0,life insurance,25.0,bank,own,1.0,skilled,1.0,yes,yes,bad
3579,<0,9.0,existing paid,new car,1422.0,<100,<1,3.0,male single,none,2.0,no known property,27.0,stores,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
3580,0<=X<200,12.0,existing paid,furniture/equipment,684.7374052060939,<100,1<=X<4,2.5251895878123616,male mar/wid,none,3.262594793906181,car,28.93892190859271,bank,own,1.0,unskilled resident,1.2625947939061808,none,yes,bad
3581,<0,12.0,all paid,new car,622.3836257845882,<100,1<=X<4,4.0,female div/dep/mar,none,3.3618163149273133,real estate,24.425455790048456,bank,own,1.0,unemp/unskilled non res,1.0,none,yes,bad
3582,>=200,9.95267744385002,delayed previously,education,1977.14196766845,<100,<1,2.1270236591800025,female div/dep/mar,co applicant,2.1270236591800025,car,19.762141955080015,stores,own,2.0,skilled,1.0,none,yes,bad
3583,<0,17.81191166384481,existing paid,furniture/equipment,1129.4639452547326,<100,>=7,4.0,female div/dep/mar,none,2.0626961120517304,car,33.47022084038798,bank,own,1.0313480560258652,skilled,1.0,none,yes,bad
3584,<0,27.963030348229182,existing paid,furniture/equipment,3346.321010116076,<100,<1,4.0,male mar/wid,none,2.0,car,35.367222180789916,stores,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
3585,<0,36.0,delayed previously,business,2145.0,<100,4<=X<7,2.0,male single,none,1.0,car,24.0,stores,own,2.0,skilled,1.0,yes,yes,bad
3586,<0,24.0,all paid,new car,1357.2892405654484,no known savings,<1,4.0,male single,none,2.949231468960603,car,39.84769440688181,stores,own,1.050768531039397,high qualif/self emp/mgmt,1.050768531039397,none,yes,bad
3587,>=200,18.054477335068405,critical/order existing credit,furniture/equipment,2774.8547271064845,500<=X<10000,4<=X<7,2.036318223378938,male mar/wid,none,2.0,car,31.544773350684068,bank,own,2.0,skilled,1.0,none,yes,bad
